Familia APGIV,Familia,NombreActual,Authors,NombreMemoria,CODIGO,CodigoPBDY_18,FormaPBDY_2018,Forma_2015,NumRec_2018,MinYear_2018,MaxYear_2018,UserNotes2018
Bignoniaceae,Bignoniaceae,Bignoniaceae sp. C,,Bignoniaceae sp. C,BIG_C,,,CW,316,2000,2014,
Bignoniaceae,Bignoniaceae,Bignoniaceae sp. E,,Bignoniaceae sp. E,BIG_E,,,CW,5,2000,2000,Discontinued.
Bignoniaceae,Bignoniaceae,Bignoniaceae sp. G,,Bignoniaceae sp. G,BIG_G,,,CW,425,2000,2017,Adult vouchers awaiting identification.
Bignoniaceae,Bignoniaceae,Bignoniaceae sp. N,,Bignoniaceae sp. N,BIG_N,,,CW,2,2000,2000,Discontinued.
Bignoniaceae,Bignoniaceae,Bignoniaceae sp. S,,Bignoniaceae sp. S,BIG_S,,,CW,8,2000,2009,
Bignoniaceae,Bignoniaceae,Bignoniaceae sp. V,,Bignoniaceae sp. V,BIG_V,,,CW,55,2000,2010,
Bignoniaceae,Bignoniaceae,Bignoniaceae sp. W,,Bignoniaceae sp. W,BIG_W,,,CW,517,2000,2018,Scan of adult voucher awaiting identification. Specimen with few leaflets & flowers. Voucher at Yasuni with insufficeint material to export for ID.
Bignoniaceae,Bignoniaceae,Bignoniaceae sp. X,,Bignoniaceae sp. X,BIG_X,,,CW,26,2000,2015,No adult vouchers yet for identification.
Bignoniaceae,Bignoniaceae,Callichlamys latifolia,(Rich.) K. Schum.,Callichlamys latifolia,CAL2LA,,,CW,151,2001,2016,
Bignoniaceae,Bignoniaceae,Dolichandra sp. A,,Macfadyena sp. A,MACF_A,,,CW,24,2000,2000,Macfadyena moved into Dolichandra by Lohmann & Taylor 2014.
Bignoniaceae,Bignoniaceae,Fridericia cf. schumanniana, (Loes.) L.G. Lohmann ,Bignoniaceae sp. Y,BIG_Y,,,CW,224,2000,2017,Fruits similar to Arrabideae verrusoca  (Standl.) A.H. Gentry but identification needs confirmation.  Arrabideae verrucosa transferred to Fridericia schumanniana by Lohmann & Taylor 2014.
Bignoniaceae,Bignoniaceae,Fridericia sp. A,,Arrabidaea sp. A,ARRA_A,,,CW,489,2000,2018,Arrabidaea recently divided by Lohmann & Taylor 2014 into three genera.  This sample identified as Fridericia sp.  No adult voucher yet.
Bignoniaceae,Bignoniaceae,Jacaranda copaia,(Aubl.) D. Don,Jacaranda copaia,JAC1CO,JACACO,T,TC,873,2001,2018,
Bignoniaceae,Bignoniaceae,Jacaranda glabra,(DC.) Bureau & K. Schum.,Jacaranda glabra,JAC1GL,JACAGL,M,TM,5,2008,2013,
Bignoniaceae,Bignoniaceae,Mansoa parvifolia,(A.H. Gentry) A.H. Gentry,Mansoa parvifolia,MANSPA,,,CW,1,2015,2015,
Bignoniaceae,Bignoniaceae,Tanaecium pyramidatum,(Rich.) L.G. Lohmann  ,Bignoniaceae sp. AJ,BIG_AJ,,,CW,24,2000,2012,Identified by fruits & seeds & seedling.  Paragonia pyramidata (Rich.) Bureau moved into Tanaecium by Lohmann & Taylor 2014.
Bignoniaceae,Bignoniaceae,Tynanthus sp.,,Bignoniaceae sp. BO,BIG_BO,,,CW,5,2002,2003,
Boraginaceae,Boraginaceae,Cordia chamissoniana,Steud.,Cordia chamissoniana,CORDCH,CORDCH,T,TC,326,2000,2018,
Boraginaceae,Boraginaceae,Cordia collocacca,L.,Cordia 'aspera',CORDA1,CORDCO,M,TM,2,2017,2017,
Boraginaceae,Boraginaceae,Cordia hebeclada,I.M. Johnst.,Cordia hebeclada,CORDHE,CORDHE,T,TC,30,2004,2016,
Boraginaceae,Boraginaceae,Cordia nodosa,Lam.,Cordia nodosa,CORDNO,CORDNO,S,SL,262,2001,2017,
Boraginaceae,Boraginaceae,Cordia sp. A,,Cordia sp. A,CORD_A,,,T?,13,2000,2011,
Boraginaceae,Boraginaceae,Cordia sp. B,,Cordia sp. B,COR_B,,,T?,1,2004,2004,
Boraginaceae,Boraginaceae,Tournefortia sp. B,,Tournefortia sp. B,TOUR_B,,,CW,4,2004,2008,
Boraginaceae,Boraginaceae,Tournefortia 'tace',,Tournefortida 'tace',TOURTA,,,CW,171,2005,2018,Adult voucher awaiting ID.
Boraginaceae,Boraginaceae,Tournefortia ulei,Vaupel,Tournefortia ulei,TOURUL,,,CW,400,2001,2018,Adult voucher awaiting ID confirmation.
Bromeliaceae,Bromeliaceae,Aechmea chantinii,(Carrière) Baker,Aechmea 'amazonica',AECHAM,,,EH,2,2017,2017,Aechmea amazonica Ule is a synonym of Aechmea chantinii. Source of name unknown.
Bromeliaceae,Bromeliaceae,Aechmea sp. A,,Bromeliaceae sp. A,BRO_A,,,EH,2,2000,2002,
Bromeliaceae,Bromeliaceae,Bromeliaceae sp. B,,Bromeliaceae sp. B,BRO_B,,,EH,2,2003,2009,
Bromeliaceae,Bromeliaceae,Bromeliaceae sp. C,,Bromeliaceae sp. C,BRO_C,,,EH,1,2001,2001,
Bromeliaceae,Bromeliaceae,Bromeliaceae sp. D,,Bromeliaceae sp. D,BRO_D,,,EH,5,2001,2003,
Bromeliaceae,Bromeliaceae,Bromeliaceae sp. E,,Bromeliaceae sp. E,BRO_E,,,EH,2,2002,2002,
Bromeliaceae,Bromeliaceae,Bromeliaceae sp. F,,Bromeliaceae sp. F,BRO_F,,,EH,6,2002,2009,
Bromeliaceae,Bromeliaceae,Bromeliaceae sp. H,,Bromeliaceae sp. H,BRO_H,,,EH,1,2002,2002,
Bromeliaceae,Bromeliaceae,Bromeliaceae sp. I,,Bromeliaceae sp. I,BRO_I,,,EH,19,2002,2010,
Bromeliaceae,Bromeliaceae,Bromeliaceae sp. J,,Bromeliaceae sp. J,BRO_J,,,EH,19,2002,2015,
Bromeliaceae,Bromeliaceae,Bromeliaceae sp. L,,Bromeliaceae sp. L,BRO_L,,,EH,55,2001,2003,
Bromeliaceae,Bromeliaceae,Bromeliaceae sp. M,,Bromeliaceae sp. M,BRO_M,,,EH,6,2001,2006,
Bromeliaceae,Bromeliaceae,Bromeliaceae sp. N,,Bromeliaceae sp. N,BRO_N,,,EH,160,2000,2017,
Burseraceae,Burseraceae,Crepidospermum rhoifolium,(Benth.) Triana & Planch.,Crepidospermum rhoifolium,CREPRH,CREPRH,M,TM,25,2001,2016,
Burseraceae,Burseraceae,Dacryodes 'gorda',,Dacryodes 'gorda',DACRGO,DACRGO,M,TM,13,2001,2016,
Burseraceae,Burseraceae,Dacryodes peruviana,(Loes.) H.J. Lam,Dacryodes peruviana,DACRPE,DACRPE,M,TM,2,2015,2015,
Burseraceae,Burseraceae,Protium amazonicum,(Cuatrec.) Daly,Protium amazonicum,PROTAM,PROTAM,T,TC,653,2000,2017,
Burseraceae,Burseraceae,Protium aracouchini,(Aubl.) Marchand,Protium aracouchini,PROTAR,PROTAR,M,TM,49,2004,2017,
Burseraceae,Burseraceae,Protium 'brillanodu',,Protium 'brillanodu',PROTBR,PROTBR,T,TC,472,2000,2018,
Burseraceae,Burseraceae,Protium glabrescens,Swart,Protium glabrescens,PROTGL,PROTGL,T,TC,360,2000,2017,
Burseraceae,Burseraceae,Protium 'grannodu',,Protium 'grannodu',PROTGR,PROTGR,T,TC,2,2002,2002,
Burseraceae,Burseraceae,Protium guianense,(Aubl.) Marchand,Protium guianense,PROTGU,PROTGU,M,TM,58,2000,2012,
Burseraceae,Burseraceae,Protium nodulosum,Swart,Protium nodulosum,PROTNO,PROTNO,T,TC,1148,2000,2018,
Burseraceae,Burseraceae,Protium sagotianum,Marchand,Protium sagotianum,PROTSA,PROTSA,T,TC,937,2000,2018,
Burseraceae,Burseraceae,Protium sp.,,Protium sp.,U1724,,,T?,1,2000,2000,Discontinued.
Burseraceae,Burseraceae,Protium sp. K,,Protium sp. K,PROT_K,,,T?,1,2000,2000,Discontinued.
Burseraceae,Burseraceae,Protium sp. M,,Protium sp. M,PROT_M,,,T?,2,2000,2000,Discontinued.
Burseraceae,Burseraceae,Protium stevensonii,(Stand.) Daly,Tetragastris panamensis,TET2PA,TETGPA,T,TC,397,2000,2018,Tetragastris panamensis (Engl.) Kuntze transferred into Protium.
Burseraceae,Burseraceae,Trattinnickia lawrancei var. boliviana,Swart,Trattinnickia aspera,TRATAS,TRATAS,T,TC,217,2000,2017,Only one variety on plot. Var. boliviana in 2009 plot list.
Burseraceae?,Burseraceae?,Protium? sp. {Trichilia quadrijuga?},,Protium? sp.,U2214,,,T?,1,2000,2000,Discontinued.
Cactaceae,Cactaceae,Epiphyllum cf. phyllanthus,(L.) Haw.,Epiphyllum sp. A,EPIP_A,,,EH,6,2006,2015,
Calophyllaceae,Clusiaceae,Calophyllum brasiliense,Cambess.,Calophyllum brasiliense,CAL3BR,CALOBR,E,TE,40,2000,2017,
Calophyllaceae,Clusiaceae,Caraipa 'comun',,Caraipa 'comun',CAR1CO,CARACO,T,TC,1,2011,2011,Was Caraipa 'comun' in plot lists 2018 & 2014. Was Caraipa aff. Myricoides Ducke in plot list  2009-2010.
Calophyllaceae,Clusiaceae,Marila 'comun' ,,Marila 'comun',MAR1CO,MARICO,T,TC,10,2007,2018,Was Marila 'comun' in  plot lists 2018 & 2014. Was Marila cf. pluricostat Standl. & L.O. Williams in plot lists 2009-2010.
Campanulaceae,Campanulaceae,Centropogon loretensis,E. Wimm.,Centropogon loretensis,CENTLO,CENTLO,S,SL,12,2003,2011,
Cannabaceae,Ulmaceae,Celtis iguanaea,(Jacq.) Sarg.,Celtis iguanaea,CELTIG,,,CW,1124,2000,2018,
Cannabaceae,Ulmaceae,Celtis schippii,Standl.  ,Celtis schippii,CELTSC,CELTSC,T,TC,932,2000,2018,
Capparaceae,Capparidaceae,Capparidastrum osmanthum,(Diels) Cornejo & Iltis,Capparis osmantha,CAPPOS,CAPPOS,M,TM,8,2002,2017,Generic name change (through synonymy). Changed in  plot lists 2014 & 2018.
Capparaceae,Capparidaceae,Capparidastrum sola,(J.F. Macbr.) Cornejo & H. Iltis,Capparis sola,CAPPSO,CAPPSO,S,SL,7,2000,2014,Generic name change (through synonymy). Changed in plot lists 2014 & 2018.
Capparaceae,Capparidaceae,Capparis sp. A,,Capparis sp. A,CAPP_A,,,T?,1,2000,2000,
Capparaceae,Capparidaceae,Preslianthus detonsus,(Triana & Planch.) Iltis & Cornejo,Capparis detonsa,CAPPDE,CAPPDE,U,TU,14,2003,2010,Generic name change (through synonymy). Changed in plot lists 2014 & 2018.
Caricaceae,Caricaceae,Carica microcarpa,Jacq.,Carica microcarpa,CARIMI,CARIMI,S,SL,2,2017,2017,
Caricaceae,Caricaceae,Jacaratia digitata,(Poepp. & Engl.) Solms,Jacaratia digitata,JAC2DI,JACTDI,T,TC,11,2009,2017,
Caryocaraceae,Caryocaraceae,Anthodiscus amazonicus,Gleason & A.C. Sm.,Anthodiscus amazonicus,ANTHAM,ANTHAM,T,TC,302,2000,2017,
Caryocaraceae,Caryocaraceae,Caryocar glabrum,(Aubl.) Pers.,Caryocar glabrum,CAR4GL,CARYGL,T,TC,3,2000,2017,
Celastraceae,Hippocrateaceae,Anthodon decussatus,Ruiz & Pav.,Anthodon sp. O,ANT1_O,,,CW,13,2003,2009,Fruit photo identified as Anthodon decussatus by J. Lombardi (2013).
Celastraceae,Hippocrateaceae,Cheiloclinium cognatum,(Miers) A.C. Sm.,Cheiloclinium cognatum,CHEICO,CHEICO,S,SL,1365,2000,2018,
Celastraceae,Hippocrateaceae,Cuervea kappleriana,(Miq.) A.C. Sm.,Hylenaea comosa,HYLECO,ZZHISE,V,CW,182,2000,2017,New ID to plot lianas. Our specimen scans & photos identified by J. Lombardi as Cuervea kappleriana (2013). Fruits are different from those on BCI.
Celastraceae,Hippocrateaceae,Hippocratea volubilis,L.,Hippocratea volubilis,HIPPVO,,,CW,955,2000,2018,
Celastraceae,Celastraceae,Maytenus  'cilindrica' ,,Maytenus 'cilindrica',MAYTCI,MAYTCI,T,TC,645,2000,2018,Maytenus 'cilindrica' in 2018 & 2014 plot lists. Was Maytenus cf macrocarpa  (Ruiz & Pab.) Briq. s.l. in 2009-2010 plot list.
Celastraceae,Celastraceae,Maytenus 'cuadliso',,Maytenus 'cuadliso',MAYTCU,MAYTCU,M,TM,2,2003,2007,Was Maytenus 'cuadliso' in 2018 & 2014 plot list. was Maytenus cf ebenifolia Reissek s.l. in 2009-2010 plot.
Celastraceae,Celastraceae,Maytenus sp.,,(no identificado SSP3889),U3889,,,T?,1,2001,2001,
Celastraceae,Hippocrateaceae,Peritassa cf. pruinosa,(Seem.) A.C. Sm.,Peritassa 'mab',PERIMA,,,CW,3,2001,2016,New ID to plot lianas. Our specimen scans & photos identified  by J. Lombardi (2013) as Peritass cf pruinosa (Seem.) A.C. Sm.
Celastraceae,Hippocrateaceae,Pristimera nervosa,(Miers) A.C. Sm.,Pristimera nervosa,PRISNE,,,CW,3,2010,2010,
Celastraceae,Hippocrateaceae,Salacia 'atenucrasa',,Salacia 'atenucrasa',SALAAT,SALAAT,U,TU,55,2000,2017,
Celastraceae,Hippocrateaceae,Salacia 'ovalo',,uniden 'ovalo',ZZHIOV,ZZHIOL,T,TC,17,2004,2015,
Celastraceae,Hippocrateaceae,Salacia 'supernervi',,Salacia 'supernervi',SALASU,,,CW,64,2002,2007,
Celastraceae,Hippocrateaceae,Salacia ulei,Loes.,Tontelea 'redondagrande',TONTRE,,,CW,280,2000,2018,New identification of plot lianas. Our specimen scans & photos identified by Garwood as Salacia ulei.
Celastraceae,Hippocrateaceae,uniden 'atenumembra',,uniden 'atenumembra',ZZHIAT,ZZHIAT,U&V,CU,13,2001,2004,
Chrysobalanaceae,Chrysobalanaceae,(no identificado SSP1295),,(unknown SSP1295),U1295,,,-,1,2000,2000,Discontinued.
Chrysobalanaceae,Chrysobalanaceae,Couepia obovata,Ducke,Couepia  obovata,COU1OB,COUEOB,M,TM,43,2004,2017,
Chrysobalanaceae,Chrysobalanaceae,Hirtella excelsa,Standl. ex Prance,Hirtella excelsa,HIRTEX,HIRTEX,T,TC,235,2000,2016,
Chrysobalanaceae,Chrysobalanaceae,Licania arborea,Seem.,Licania arborea,LIC1AR,LICAAR,E,TE,148,2001,2016,
Chrysobalanaceae,Chrysobalanaceae,Licania caudata,Prance,Licania 'intermedia',LIC1IN,LICACA,M,TM,95,2000,2015,
Chrysobalanaceae,Chrysobalanaceae,Licania harlingii,Prance,Licania harlingii,LIC1H1,LICAHA,T,TC,98,2002,2017,
Chrysobalanaceae,Chrysobalanaceae,Licania 'hipofuzzy',,Licania 'hipofuzzy',LIC1H2,LICAHI,T,TC,190,2001,2017,
Chrysobalanaceae,Chrysobalanaceae,Licania longipedicellata,Ducke,Licania longipedicellata,LIC1LO,LICALG,U,TU,255,2000,2017,
Chrysobalanaceae,Chrysobalanaceae,Licania 'nervifina',,Licania 'nervifina',LIC1NE,LICANE,T,TM,109,2000,2017,
Chrysobalanaceae,Chrysobalanaceae,Licania 'opaca'  ,,Licania 'opaca',LIC1OP,LICAOP,M,TM,92,2000,2017,Was Licania 'opaca' in plot lists 2018 & 2014. Was Licania cf silvae Prance in plot list 2009-2010.
Chrysobalanaceae,Chrysobalanaceae,Licania sp. D,,Licania sp. D,LIC1_D,,,T?,1,2004,2004,Discontinued.
Chrysobalanaceae,Chrysobalanaceae,Licania urceolaris,Hook. f.,Licania 'glablanca',LIC1G2,LICAUR,T,TC,386,2000,2018,
Chrysobalanaceae,Chrysobalanaceae,Licania 'zigzag',,Licania 'zigzag',LIC1ZI,LICAZI,M,TM,83,2005,2018,
Clusiaceae,Clusiaceae,Chrysochlamys 'fragil',,Chrysochlamys 'medio',CHR1ME,CHRCFR,S,SL,3,2008,2009,Chrysochlamys 'fragil' is one of 3 segragates of an older taxon Chrysochlamys 'medio' made by 2004.  (Others segregates were 'hugo' and membranacea.)  We kept old code.
Clusiaceae,Clusiaceae,Chrysochlamys tenuifolia,Cuatrec.,Chrysochlamys tenuifolia,CHR1TE,CHRCTE,S,SL,21,2008,2015,
Clusiaceae,Clusiaceae,Clusia 'alata',,Clusia sp. P,CLUS_P,,,HW,248,2008,2016,First recognized in 2008. Adult vouchers awaiting identification.
Clusiaceae,Clusiaceae,Clusia 'amarilla',,Clusia 'amarilla',CLUSAM,,,HW,9,2016,2016,First recognized in 2013 & later reported from traps. Adult vouchers awaiting identification.
Clusiaceae,Clusiaceae,Clusia cf. flavida,(Benth.) Pipoly,Clusia sp. F,CLUS_F,,,HW,126,2008,2012,First recognized in 2008. Adult voucher first identifed in 2011 as Havetiopsis flexilis  Spruce ex Planch. & Triana. That genus is nested within Clusia and now included in it.
Clusiaceae,Clusiaceae,Clusia 'puntoroja',,Clusia sp. X,CLUS_X,,,HW,86,2013,2016,First recognized off the plot. First reported from traps in 2013. (2 leaves present in card voucher.)
Clusiaceae,Clusiaceae,Clusia sp. A,,Clusia sp. A,CLUS_A,,,HW,1,2014,2014,
Clusiaceae,Clusiaceae,Clusia sp. C,,Clusia sp. C,CLUS_C,,,HW,136,2000,2017,Used twice in 2000 & discontinued but re-recognized in 2008.
Clusiaceae,Clusiaceae,Clusia sp. D,,Clusia sp. D,CLUS_D,,,HW,7,2000,2000,Discontiuned after 2000 (insufficient material for identification).
Clusiaceae,Clusiaceae,Clusia sp. DD,,Clusia sp. DD,CLUS_DD,,,HW,1,2000,2000,Discontiuned after 2000 (insufficient material for identification).
Clusiaceae,Clusiaceae,Clusia sp. HH,,Clusia sp. HH,CLUS_HH,,,HW,172,2008,2017,Little material for study. This is possibly CLUS_N and/or CLUS_I.
Clusiaceae,Clusiaceae,Clusia sp. I,,Clusia sp. I,CLUS_I,,,HW,402,2000,2017,Used briefly in 2000-2001 (13 records). Re-recognized in 2008. Adult voucher awaiting identification.
Clusiaceae,Clusiaceae,Clusia sp. JJ,,Clusia sp. JJ,CLUS_JJ,,,HW,1,2001,2001,Discontiuned after 2000 (insufficient material for identification).
Clusiaceae,Clusiaceae,Clusia sp. K,,Clusia sp. K,CLU_K,,,HW,12,2000,2001,Discontinued.
Clusiaceae,Clusiaceae,Clusia sp. LL,,Clusia sp. LL,CLUS_LL,,,HW,3,2008,2008,
Clusiaceae,Clusiaceae,Clusia sp. N,,Clusia sp. N,CLUS_N,,,HW,115,2008,2017,First ecognized in 2008. Voucher material poor (1 leaf & fruit). Not yet identified to species.
Clusiaceae,Clusiaceae,Clusia sp. RR,,Clusia sp. RR,CLUS_RR,,,HW,81,2009,2016,First recogized in 2009.
Clusiaceae,Clusiaceae,Clusia sp. Y,,Clusia sp. Y,CLUS_Y,,,HW,3,2000,2013,
Clusiaceae,Clusiaceae,Clusia sp. ZZ ,,Clusia sp. ZZ,CLUS_ZZ,,,HW,17,2010,2011,First recognized in 2010. Probably CLUS_Z ('chiquita'). Adult voucher awaiting identification.
Clusiaceae,Clusiaceae,Clusia spp. (partes indet. a sp.),,Clusia spp. (partes indet. a sp.),CLUS_PIN,,,HW,1676,2000,2008,Includes all unidentified Clusia parts before 5-2008 with codes CLUxx (where xx equals the trap number) or CLUS or CLUSIA and a few unknowns.  After this date samples were assigned to specific codes.
Clusiaceae,Clusiaceae,Garcinia brasiliensis,Mart.,Garcinia brasiliensis,GAR2BR,GARCBR,M,TM,1,2008,2008,
Clusiaceae,Clusiaceae,Garcinia macrophylla,Mart.,Garcinia macrophylla,GAR2M1,GARCMC,T,TC,2,2016,2017,
Clusiaceae,Clusiaceae,Garcinia madruno,(Kunth) Hammel,Garcinia madruno,GAR2M2,GARCMA,M,TM,2,2003,2013,
Clusiaceae,Clusiaceae,Symphonia globulifera,L. f.,Symphonia globulifera,SYMPGL,SYMHGL,T,TM,8,2005,2014,
Clusiaceae,Clusiaceae,Tovomita 'alargada',,Tovomita 'arbol',TOVOAR,TOVOAL,M,TM,6,2001,2016,
Clusiaceae,Clusiaceae,Tovomita sp. A,,Tovomita sp. A,TOVO_A,,,T?,1,2000,2000,Discontinued.
Clusiaceae?,Clusiaceae,(no identificado SSP1377),,(unknown SSP1377),U1377,,,-,2,2000,2000,Discontinued. Possibly a Clusia.
Clusiaceae?,Clusiaceae?,Clusiaceae? sp.,,Clusiaceae? sp.,U2685,,,-,1,2000,2000,Discontinued.
Combretaceae,Combretaceae,Buchenavia grandis,Ducke,Buchenavia 'elegante',BUCHEL,BUCHGR,E,TC,3,2006,2011,
Combretaceae,Combretaceae,Buchenavia 'ob',,Terminalia 'ob',TERMOB,TERMOB,T,TC,164,2000,2018,Generic change in plot list 2014-2018. Was Terminila in lists through 2010
Combretaceae,Combretaceae,Buchenavia oxycarpa,(Mart.) Eichler,Buchenavia 'cilipunto',BUCHCI,BUCHPU,T,TC,16,2001,2014,Buchenavia oxycarpa in plot lists  of 2018 & 2014.  This as was B. 'punctata' in lists from 2004-2010 and  B. 'cilipunto' in earlier lists.
Combretaceae,Combretaceae,Buchenavia parvifolia,Ducke,Buchenavia parvifolia,BUCHPA,BUCHPA,T,TC,388,2000,2018,
Combretaceae,Combretaceae,Combretum sp. I,,Combretum sp. I,COMB_I,,,CW,52,2001,2013,
Combretaceae,Combretaceae,Combretum sp. J,,Combretum sp. J,COMB_J,,,CW,1,2001,2001,
Combretaceae,Combretaceae,Combretum sp. K,,Combretum sp. K,COMB_K,,,CW,3,2004,2008,
Combretaceae,Combretaceae,Combretum 'subsesil',,Combretum 'subsesil',COMBSU,,,CW,6383,2000,2018,
Combretaceae,Combretaceae,Terminalia amazonia,(J.F. Gmel.) Exell,Terminalia sp. A,TERM_A,,,TC,198,2000,2017,
Combretaceae,Combretaceae,Terminalia sp. B,,Terminalia sp. B,TERM_B,,,TC,4,2014,2017,This is a winged wind-dispersed fruit. Therefore it is probably not a Buchenavia.
Commelinaceae,Commelinaceae,Commelina cf. erecta,L.,Dichorisandra sp. A,DIC1_A,,,XT,7,2000,2006,
Commelinaceae,Commelinaceae,Dichorisandra hexandra,(Aubl.) Standl.,Dichorisandra hexandra,DIC1HE,,,CH,17,2004,2017,
Connaraceae,Connaraceae,Connaraceae sp. B,,Connaraceae sp. B,CON_B,,,CW,1,2000,2000,Discontinued.
Connaraceae,Connaraceae,Connaraceae sp. D,,Connaraceae sp. D,CON_D,,,CW,2,2001,2001,Discontinued.
Connaraceae,Connaraceae,Connarus punctatus,Planch.,Connarus 'comun',CONNCO,,,CW,6,2006,2015,Adult voucher awaiting identification confirmation.
Connaraceae,Connaraceae,Connarus sp. B,,Connarus sp. B,CONN_B,,,CW,7,2001,2003,Discontinued.
Connaraceae,Connaraceae,Connarus sp. C,,Connarus sp. C,CONN_C,,,CW,16,2001,2013,
Connaraceae,Connaraceae,Rourea amazonica,(Baker) Radlk.,Connarus 'amazonicum',CONNAM,,,CW,1,2007,2007,Probably not equal ROUR_A.
Connaraceae,Connaraceae,Rourea sp. A,,Rourea sp. A,ROUR_A,,,CW,256,2000,2016,There are at least 2 Rourea speciesin Yasuni region fide Cat. Ecuador.
Convolvulaceae,Convolvulaceae,Dicranostyles cf. globostigma,D.F. Austin,Dicranostyles sp. I,DICR_I,,,CW,39,2002,2016,Leaves densely pubescent. Not previously found in plot herbarium. Adult voucher awaiting ID confirmation.
Convolvulaceae,Convolvulaceae,Dicranostyles holostyla,Ducke,Dicranostyles holostyla,DICRHO,,,CW,469,2000,2016,Larger fruits (≥ 3 cm). Widely distributed.
Convolvulaceae,Convolvulaceae,Dicranostyles sp. C,,Dicranostyles sp. C,DICR_C,,,CW,839,2000,2017,Smaller fruits (≤ 2 cm). Widely distributed.  Adult voucher awaiting ID.
Convolvulaceae,Convolvulaceae,Dicranostyles sp. J,,Dicranostyles sp. J,DICR_J,,,CW,35,2006,2016,Limited distribution (traps 83-85).  Needs to be compared closely to DICR_C.
Convolvulaceae,Convolvulaceae,Ipomoea phyllomega,House,Ipomoea phyllomega,IPOMPH,,,CW,66,2002,2017,Species idnetification tentative.
Convolvulaceae,Convolvulaceae,Maripa cf. pauciflora,D.F. Austin,Convolvulaceae sp. A,CONV_A,,,CW,4,2000,2000,Limited distribution (only trap 127).
Convolvulaceae,Convolvulaceae,Maripa sp. B,,Maripa sp. B,MAR2_B,,,CW,410,2000,2018,Widespread.  Adult voucher awaiting ID.
Costaceae,Costaceae,Costus sp. B,,Costus sp. B,COST_B,,,XT,70,2000,2011,
Costaceae,Costaceae,Costus sp. D,,Costus sp. D,COST_D,,,XT,11,2001,2014,Probably equal COST_B.  B only only in tr. 125.
Costaceae,Costaceae,Costus sp. E,,Costus sp. E,COST_E,,,XT,2,2001,2008,
Costaceae,Costaceae,Dimerocostus strobilaceus,Kuntze,Dimerocostus sp. A,DIME_A,,,XT,1,2001,2001,
Cucurbitaceae,Cucurbitaceae,Cayaponia '1-punto',,Cayaponia '1-punto' (plantula),CAYA1P,,,CW,1,2017,2017,Temp-name '1-punto' refers to first seedling leaf which is unlobed and acuminate.  Seeds and fruits that match those that produce '1-punto' seedlings (plantulas) are assigned this code.  Fruits are ~ 3 cm long in a loose cluster. Adult leaves are shallowly 3-lobed.
Cucurbitaceae,Cucurbitaceae,Cayaponia 'comun' ,,Cayaponia sp. C ('5 puntos' plantula),CAYA_C,,,C?,31,2000,2012,Temp-name '5-puntos' refers to first seedling leaf which is 5-lobed. Seeds and fruits matching those that produce '5-puntos' seedlings (plantulas) are assigned this code. Fruits are 4-5 cm long & solitary. Adults leaves are deeply 5-lobed and somewhat glabrous. Adult voucher awaiting ID.
Cucurbitaceae,Cucurbitaceae,Cayaponia macrocalyx,Harms,Cayaponia macrocalyx,CAYAMA,,,CW,143,2000,2016,Need to distinguish from CAYA_C.  No adult voucher yet available for identification. Seeds only available on a card voucher.
Cucurbitaceae,Cucurbitaceae,Cayaponia ophthalmica,R.E. Schult.,Cayaponia '3 puntos' (plantula),CAYA3P,,,CW,41,2012,2018,Temp-name '3-puntos' refers to first seedling leaf which is 3-lobed. Seeds and fruits that match those that produce '3-puntos' seedlings (plantulas) are assigned this code.  Fruits are ~ 3 cm long and tightly clustered. Adult leaves are deeply 5-7 lobed.
Cucurbitaceae,Cucurbitaceae,Cayaponia sp. D,,Cayaponia sp. D,CAYA_D,,,C?,3,2005,2010,
Cucurbitaceae,Cucurbitaceae,Cayaponia sp. E,,Cucurbitaceae sp. E,CUC_E,,,C?,4,2001,2014,Seeds smaller than other Cayaponia.
Cucurbitaceae,Cucurbitaceae,Cayaponia sp. U,,Cucurbitaceae sp. U,CUC_U,,,C?,17,2003,2008,Possibly equal CAYA_C.
Cucurbitaceae,Cucurbitaceae,Cayaponia 'tubulosa',,Cayaponia 'tubulosa' cf.,CAYATU,,,CW,21,2016,2018,Possibly equal CAYA_C. Adult voucher (male) awaiting ID but probably not C. tubulosa Cogn.
Cucurbitaceae,Cucurbitaceae,Cucurbitaceae sp. C,,Cucurbitaceae sp. C,CUC_C,,,C?,9,2000,2014,
Cucurbitaceae,Cucurbitaceae,Cucurbitaceae sp. I,,Cucurbitaceae sp. I,CUC_I,,,C?,45,2000,2014,
Cucurbitaceae,Cucurbitaceae,Cucurbitaceae sp. K,,Cucurbitaceae sp. K,CUC_K,,,C?,1,2001,2001,
Cucurbitaceae,Cucurbitaceae,Cucurbitaceae sp. O,,Cucurbitaceae sp. O,CUC_O,,,C?,1,2001,2001,
Cucurbitaceae,Cucurbitaceae,Cucurbitaceae sp. S,,Cucurbitaceae sp. S,CUC_S,,,C?,59,2000,2018,
Cucurbitaceae,Cucurbitaceae,Cucurbitaceae sp. V,,Cucurbitaceae sp. V,CUC_V,,,C?,4,2000,2008,
Cucurbitaceae,Cucurbitaceae,Fevillea cordifolia,L.,Fevillea cordifolia,FEVICO,,,CW,86,2003,2016,
Cucurbitaceae,Cucurbitaceae,Gurania acuminata,Cogn.,Gurania acuminata,GURAAC,,,C?,5,2017,2018,Scan of adult voucher awaiting ID confirmation.
